Quote,Tag,Confidence,Tag Group,Participant
"Well, specifically for prom, we were discussing, you know, what kind of vehicle and we pre planned it to make sure, you know, that there was availability and that it was it was locked in. And and one less thing we took off our plate because it was a very, you know, one of those days, OK, pick up the flowers. OK, make sure the shirts pressed. OK, make sure the girls going to be there, the pictures of this to that, you know, got to get the charcuterie, got to get the cake. You know, it was one of those time press days. So anything you could do in advance to take off your plate, it's a blessing. And it was just nice to know that he had a nice vehicle, a safe ride, a designated driver and it went off without a hitch. And it it was more economical, like I said, than running a limo.",kids ride share,0.9,No Tag Group,P8 Felicia M
"Well, if it's a sporting event, he'll call me and say mom, the game's over, blah, blah, blah. And I'll, you know, I'll be like, OK, well, be careful crossover because it'll be easier, you know, for the Uber to get you than the congested area, that kind of thing. That'll be my input. Or are you going to such and such's house, you know, redirect him to a better point of contact with Uber, Lyft driver?",kids ride share,0.9,Food delivery family,P8 Felicia M
"If we only had that that one incident where, you know, it was an emergency situation. And he did keep me posted like every 10 minutes, like he was just as shocked as I was. And it was it was a good learning for both of us. You know, these kids think they're just indestructible and nothing's ever bad going to happen. And they got scared when the kid when the when the police raided, you know, oh, that's never going to happen. That this has been going on for years and years and years. And when those sirens and the lights, the kids, you know, got nervous. So he was like, mom, am I going to get in trouble? Am I going to get in trouble? I'm like, just get home safely. Just get home safely. We'll talk about it, just get home safely and hopefully you know, the Uber was there to get him home safely.",monitoring,0.8,Kids ordering independent,P8 Felicia M
"Well, like I said, I have that life 360, so I could see him minute by minute chugging along.",monitoring,0.9,Kids ordering independent,P8 Felicia M
"You know, the same with the Uber app. You know, you could get an ETA on the destination arrival, get an ETA on the pickup.",kids ride share,0.8,Food delivery family,P8 Felicia M
"The only thing more, and I think it might I don't know if you I don't even know if I should say this or not tap into the dash Cam of the driver like that. I, I don't know, it's kind of little Big Brother ish, but depending on the situation, it, it might be a good thing and it might be a little weird, you know, but that's the only thing more Peace of Mind. I I would say other than that, I I think it's pretty thorough.",managing - ideal,0.8,No Tag Group,P8 Felicia M
"Well, I have to honestly say it depends on the week. Some weeks are easier, some weeks the schedules just crazy. If it's finals week, if it's a holiday week, you know that kind of thing.",when family orders/ how often,0.8,No Tag Group,P8 Felicia M
Particularly I personally love to cook and I I love to cook from scratch.,cooking,0.9,Food delivery family,P8 Felicia M
"My biggest thing with my son is because our schedules are so crazy, phones go away and I would say five to seven nights a week, we sit down and we have dinner and we talk and we discuss, you know, our day. We discuss what's going on. We discuss politics, religion, current events, our schedules for the week, you know, whatever's happening, that sort of thing. That's our time. And it usually lasts like 45 minutes to an hour.",dinner,0.9,Food delivery family,P8 Felicia M
"There are some days we order pizza, you know, so it varies.",when family orders/ how often,0.9,Food delivery family,P8 Felicia M
"And then because I have the shop, every Friday we do take out and I thank the guys for working. They work out in the elements, they work out in the rain, they work out in the snow, they work out in 100° weather in the humidity. So every Friday we'll get tacos, we'll get pizza, we'll get whatever and have it delivered just as a thank you.",when family orders/ how often,1.0,Food delivery family,P8 Felicia M
"Typical breakfast for me is coffee. I don't eat breakfast. I usually get up between 5:00 and 6:00 in the morning. I won't eat until maybe like 9 or 10. I'll have like a piece of toast and egg or some fresh fruit and yogurt with a little bit of granola. My son is maybe a bagel, bagel and cream cheese guy and runs out the door.",breakfast,0.95,Food delivery family,P8 Felicia M
"He usually has lunch in school. Yeah, they have the the lunch program and I put money on his card because he's now in senior year. Seniors are allowed to order and in the courtyard pick up their their meals. That's a little senior perk.",lunch,0.9,Food delivery family,P8 Felicia M
"Yeah, and then like I said, dinners Sunday, because I'm Italian, we always have the the big homemade pasta dinner, meatballs, chicken cutlets, that sort of thing. Go over to my father's house or we go out to eat, you know, usually a steak dinner or we go out for a pasta dinner or take a ride down the shore and that kind of thing. But it's always a family dinner every Sunday, 4:00. I don't know why we eat at 4:00, but we eat at 4:00.",dinner,0.95,Food delivery family,P8 Felicia M
"And then when I'm at the shop, you know, I'll have. Whatever delivered, or if I'm running out to get parts, or if a customer car is broken down and I need to like do an insurance estimate or whatnot, I'll either pick up something on the go or have it delivered and it's sitting on my desk waiting for me. So it really it really varies.",food delivery,0.9,Food delivery family,P8 Felicia M
